Value,Category
#fffbfe has 1326 warming points and 700 minimum,Hight Temperature (warm) 700
#a900af has 878 warming points and 700 minimum,Hight Temperature (warm) 700
#8f0093 has 743 warming points and 700 minimum,Hight Temperature (warm) 700
#4b3d00 has 412 warming points and 700 minimum,Low Temperature (cold) 700
#127ece has 24 warming points and 700 minimum,Low Temperature (cold) 700
#f9fdf7 has 1369 warming points and 700 minimum,Hight Temperature (warm) 700
#ffc7cc has 1326 warming points and 700 minimum,Hight Temperature (warm) 700
#89008e has 712 warming points and 700 minimum,Hight Temperature (warm) 700
#9a009f has 800 warming points and 700 minimum,Hight Temperature (warm) 700
#11006f has 88 warming points and 700 minimum,Low Temperature (cold) 700
#ffedef has 1326 warming points and 700 minimum,Hight Temperature (warm) 700
#abaeff has 238 warming points and 700 minimum,Low Temperature (cold) 700
#8dffe6 has 196 warming points and 700 minimum,Low Temperature (cold) 700
#39ff35 has 313 warming points and 700 minimum,Low Temperature (cold) 700
#7ef4ff has 176 warming points and 700 minimum,Low Temperature (cold) 700
#79ebff has 168 warming points and 700 minimum,Low Temperature (cold) 700
#79c0ff has 168 warming points and 700 minimum,Low Temperature (cold) 700
#43ffc3 has 92 warming points and 700 minimum,Low Temperature (cold) 700
#90ff8d has 792 warming points and 700 minimum,Hight Temperature (warm) 700
#2dceff has 62 warming points and 700 minimum,Low Temperature (cold) 700
#8dffd7 has 196 warming points and 700 minimum,Low Temperature (cold) 700
#bbc4ff has 260 warming points and 700 minimum,Low Temperature (cold) 700
#1eff9c has 42 warming points and 700 minimum,Low Temperature (cold) 700
#48277f has 374 warming points and 700 minimum,Low Temperature (cold) 700
#fcfcff has 1436 warming points and 700 minimum,Hight Temperature (warm) 700
#6cffe8 has 150 warming points and 700 minimum,Low Temperature (cold) 700
#5cd5ff has 128 warming points and 700 minimum,Low Temperature (cold) 700
#56ceff has 120 warming points and 700 minimum,Low Temperature (cold) 700
#41b9ff has 90 warming points and 700 minimum,Low Temperature (cold) 700
#2e277f has 239 warming points and 700 minimum,Low Temperature (cold) 700
#20c6ff has 44 warming points and 700 minimum,Low Temperature (cold) 700
#64ff60 has 550 warming points and 700 minimum,Low Temperature (cold) 700
#67ffe4 has 142 warming points and 700 minimum,Low Temperature (cold) 700
#63daff has 136 warming points and 700 minimum,Low Temperature (cold) 700
#0aadf8 has 14 warming points and 700 minimum,Low Temperature (cold) 700
#20ff1c has 176 warming points and 700 minimum,Low Temperature (cold) 700
#18c1ff has 32 warming points and 700 minimum,Low Temperature (cold) 700
#bbffb8 has 1028 warming points and 700 minimum,Hight Temperature (warm) 700
#8dffd1 has 196 warming points and 700 minimum,Low Temperature (cold) 700
#39d4ff has 78 warming points and 700 minimum,Low Temperature (cold) 700
#8dffeb has 196 warming points and 700 minimum,Low Temperature (cold) 700
#8dff8d has 803 warming points and 700 minimum,Hight Temperature (warm) 700
#f6ffba has 1353 warming points and 700 minimum,Hight Temperature (warm) 700
#bdffba has 1039 warming points and 700 minimum,Hight Temperature (warm) 700
#adb0ff has 240 warming points and 700 minimum,Low Temperature (cold) 700
#ef2400 has 1314 warming points and 700 minimum,Hight Temperature (warm) 700
#ffa507 has 1402 warming points and 700 minimum,Hight Temperature (warm) 700
#ff8647 has 1402 warming points and 700 minimum,Hight Temperature (warm) 700
#8c0092 has 728 warming points and 700 minimum,Hight Temperature (warm) 700
#e61a00 has 1265 warming points and 700 minimum,Hight Temperature (warm) 700
#f22700 has 1331 warming points and 700 minimum,Hight Temperature (warm) 700
#9fa3ff has 220 warming points and 700 minimum,Low Temperature (cold) 700
#92ff8d has 803 warming points and 700 minimum,Hight Temperature (warm) 700
#830088 has 681 warming points and 700 minimum,Low Temperature (cold) 700
#ffd4d6 has 1326 warming points and 700 minimum,Hight Temperature (warm) 700
#f7fffa has 344 warming points and 700 minimum,Low Temperature (cold) 700
#b7ff8d has 1006 warming points and 700 minimum,Hight Temperature (warm) 700
#ffe752 has 1402 warming points and 700 minimum,Hight Temperature (warm) 700
#710076 has 587 warming points and 700 minimum,Low Temperature (cold) 700
#604758 has 499 warming points and 700 minimum,Low Temperature (cold) 700
#744d64 has 603 warming points and 700 minimum,Low Temperature (cold) 700
#e3d000 has 1248 warming points and 700 minimum,Hight Temperature (warm) 700
#0e59ff has 18 warming points and 700 minimum,Low Temperature (cold) 700
#b3ffdc has 248 warming points and 700 minimum,Low Temperature (cold) 700
#ece800 has 1298 warming points and 700 minimum,Hight Temperature (warm) 700
#e9ec00 has 1281 warming points and 700 minimum,Hight Temperature (warm) 700
#09acff has 10 warming points and 700 minimum,Low Temperature (cold) 700
#05a9ff has 6 warming points and 700 minimum,Low Temperature (cold) 700
#09afff has 10 warming points and 700 minimum,Low Temperature (cold) 700
#09b3ff has 10 warming points and 700 minimum,Low Temperature (cold) 700
#5d0061 has 483 warming points and 700 minimum,Low Temperature (cold) 700
#05bfff has 6 warming points and 700 minimum,Low Temperature (cold) 700
#05d2ff has 6 warming points and 700 minimum,Low Temperature (cold) 700
#001321 has 0 warming points and 700 minimum,Low Temperature (cold) 700
#05f5ff has 6 warming points and 700 minimum,Low Temperature (cold) 700
#b3ffe0 has 248 warming points and 700 minimum,Low Temperature (cold) 700
#0750ff has 8 warming points and 700 minimum,Low Temperature (cold) 700
#1864ff has 32 warming points and 700 minimum,Low Temperature (cold) 700
#054eff has 6 warming points and 700 minimum,Low Temperature (cold) 700
#13b5ff has 24 warming points and 700 minimum,Low Temperature (cold) 700
#13baff has 24 warming points and 700 minimum,Low Temperature (cold) 700
#19d0ff has 34 warming points and 700 minimum,Low Temperature (cold) 700
#10fff0 has 22 warming points and 700 minimum,Low Temperature (cold) 700
#7e0083 has 655 warming points and 700 minimum,Low Temperature (cold) 700
#1664ff has 30 warming points and 700 minimum,Low Temperature (cold) 700
#1466ff has 28 warming points and 700 minimum,Low Temperature (cold) 700
#13ffff has 24 warming points and 700 minimum,Low Temperature (cold) 700
#13fffb has 24 warming points and 700 minimum,Low Temperature (cold) 700
#13c5ff has 24 warming points and 700 minimum,Low Temperature (cold) 700
#1657ff has 30 warming points and 700 minimum,Low Temperature (cold) 700
#2cccff has 60 warming points and 700 minimum,Low Temperature (cold) 700
#19fffa has 34 warming points and 700 minimum,Low Temperature (cold) 700
#09ffe9 has 10 warming points and 700 minimum,Low Temperature (cold) 700
#10ff36 has 22 warming points and 700 minimum,Low Temperature (cold) 700
#8e0094 has 738 warming points and 700 minimum,Hight Temperature (warm) 700
#29ccff has 56 warming points and 700 minimum,Low Temperature (cold) 700
#2acaff has 58 warming points and 700 minimum,Low Temperature (cold) 700
#29c9ff has 56 warming points and 700 minimum,Low Temperature (cold) 700
#15fff5 has 28 warming points and 700 minimum,Low Temperature (cold) 700
#2579ff has 50 warming points and 700 minimum,Low Temperature (cold) 700
#0650ff has 8 warming points and 700 minimum,Low Temperature (cold) 700
#580059 has 457 warming points and 700 minimum,Low Temperature (cold) 700
#800085 has 665 warming points and 700 minimum,Low Temperature (cold) 700
#918200 has 797 warming points and 700 minimum,Hight Temperature (warm) 700
#11fffb has 22 warming points and 700 minimum,Low Temperature (cold) 700
#00aa94 has 0 warming points and 700 minimum,Low Temperature (cold) 700
#0f62ff has 20 warming points and 700 minimum,Low Temperature (cold) 700
#145cff has 28 warming points and 700 minimum,Low Temperature (cold) 700
#810086 has 670 warming points and 700 minimum,Low Temperature (cold) 700
#1d6fff has 38 warming points and 700 minimum,Low Temperature (cold) 700
#58005b has 457 warming points and 700 minimum,Low Temperature (cold) 700
#b5ffe2 has 252 warming points and 700 minimum,Low Temperature (cold) 700
#b1ffdc has 246 warming points and 700 minimum,Low Temperature (cold) 700
#7d0082 has 650 warming points and 700 minimum,Low Temperature (cold) 700
#11ff38 has 22 warming points and 700 minimum,Low Temperature (cold) 700
#bbffe6 has 260 warming points and 700 minimum,Low Temperature (cold) 700
#07f3ff has 8 warming points and 700 minimum,Low Temperature (cold) 700
#07aaff has 8 warming points and 700 minimum,Low Temperature (cold) 700
#1bff42 has 36 warming points and 700 minimum,Low Temperature (cold) 700
#5c0061 has 478 warming points and 700 minimum,Low Temperature (cold) 700
#06b8ff has 8 warming points and 700 minimum,Low Temperature (cold) 700
#08acff has 10 warming points and 700 minimum,Low Temperature (cold) 700
#11b4ff has 22 warming points and 700 minimum,Low Temperature (cold) 700
#007ad6 has 0 warming points and 700 minimum,Low Temperature (cold) 700
#930099 has 764 warming points and 700 minimum,Hight Temperature (warm) 700
#b800bd has 956 warming points and 700 minimum,Hight Temperature (warm) 700
#b2ffde has 248 warming points and 700 minimum,Low Temperature (cold) 700
#18ff3f has 32 warming points and 700 minimum,Low Temperature (cold) 700
#06aaff has 8 warming points and 700 minimum,Low Temperature (cold) 700
#0fb2ff has 20 warming points and 700 minimum,Low Temperature (cold) 700
#16b8ff has 30 warming points and 700 minimum,Low Temperature (cold) 700
#dd1400 has 1215 warming points and 700 minimum,Hight Temperature (warm) 700
#15b7ff has 28 warming points and 700 minimum,Low Temperature (cold) 700
#10b4ff has 22 warming points and 700 minimum,Low Temperature (cold) 700
#0088e4 has 0 warming points and 700 minimum,Low Temperature (cold) 700
#665000 has 561 warming points and 700 minimum,Low Temperature (cold) 700
#382c00 has 308 warming points and 700 minimum,Low Temperature (cold) 700
#00586d has 0 warming points and 700 minimum,Low Temperature (cold) 700
#18baff has 32 warming points and 700 minimum,Low Temperature (cold) 700
#00a2fd has 0 warming points and 700 minimum,Low Temperature (cold) 700
#0096eb has 0 warming points and 700 minimum,Low Temperature (cold) 700
#9e8800 has 869 warming points and 700 minimum,Hight Temperature (warm) 700
#998200 has 841 warming points and 700 minimum,Hight Temperature (warm) 700
#6f5900 has 610 warming points and 700 minimum,Low Temperature (cold) 700
#07faff has 8 warming points and 700 minimum,Low Temperature (cold) 700
#392d00 has 313 warming points and 700 minimum,Low Temperature (cold) 700
#342800 has 286 warming points and 700 minimum,Low Temperature (cold) 700
#007f74 has 0 warming points and 700 minimum,Low Temperature (cold) 700
#13b8ff has 24 warming points and 700 minimum,Low Temperature (cold) 700
#0caeff has 16 warming points and 700 minimum,Low Temperature (cold) 700
#0349ff has 2 warming points and 700 minimum,Low Temperature (cold) 700
#856f00 has 731 warming points and 700 minimum,Hight Temperature (warm) 700
#573f00 has 478 warming points and 700 minimum,Low Temperature (cold) 700
#52ff7a has 114 warming points and 700 minimum,Low Temperature (cold) 700
#2c1c00 has 242 warming points and 700 minimum,Low Temperature (cold) 700
#5f0064 has 494 warming points and 700 minimum,Low Temperature (cold) 700
#06b7ff has 8 warming points and 700 minimum,Low Temperature (cold) 700
#008799 has 0 warming points and 700 minimum,Low Temperature (cold) 700
#0005e5 has 0 warming points and 700 minimum,Low Temperature (cold) 700
#04f7ff has 4 warming points and 700 minimum,Low Temperature (cold) 700
#97e400 has 830 warming points and 700 minimum,Hight Temperature (warm) 700
#07f6ff has 8 warming points and 700 minimum,Low Temperature (cold) 700
#1aff40 has 36 warming points and 700 minimum,Low Temperature (cold) 700
#100e80 has 83 warming points and 700 minimum,Low Temperature (cold) 700
#3ce400 has 330 warming points and 700 minimum,Low Temperature (cold) 700
#9c00a1 has 811 warming points and 700 minimum,Hight Temperature (warm) 700
#a100a7 has 837 warming points and 700 minimum,Hight Temperature (warm) 700
#07fff2 has 8 warming points and 700 minimum,Low Temperature (cold) 700
#007c71 has 0 warming points and 700 minimum,Low Temperature (cold) 700
#0ccbff has 16 warming points and 700 minimum,Low Temperature (cold) 700
#001c30 has 0 warming points and 700 minimum,Low Temperature (cold) 700
#11ffea has 22 warming points and 700 minimum,Low Temperature (cold) 700
#08b3ff has 10 warming points and 700 minimum,Low Temperature (cold) 700
#656300 has 555 warming points and 700 minimum,Low Temperature (cold) 700
#17c0ff has 30 warming points and 700 minimum,Low Temperature (cold) 700
#0099f4 has 0 warming points and 700 minimum,Low Temperature (cold) 700
#696900 has 577 warming points and 700 minimum,Low Temperature (cold) 700
#524b00 has 451 warming points and 700 minimum,Low Temperature (cold) 700
#14ffee has 28 warming points and 700 minimum,Low Temperature (cold) 700
#00f3f4 has 0 warming points and 700 minimum,Low Temperature (cold) 700
#342700 has 286 warming points and 700 minimum,Low Temperature (cold) 700
#05bdff has 6 warming points and 700 minimum,Low Temperature (cold) 700
#0cfcff has 16 warming points and 700 minimum,Low Temperature (cold) 700
#0cdaff has 16 warming points and 700 minimum,Low Temperature (cold) 700
#0af7ff has 14 warming points and 700 minimum,Low Temperature (cold) 700
#0c60ff has 16 warming points and 700 minimum,Low Temperature (cold) 700
#65005f has 525 warming points and 700 minimum,Low Temperature (cold) 700
#0032ee has 0 warming points and 700 minimum,Low Temperature (cold) 700
#00444a has 0 warming points and 700 minimum,Low Temperature (cold) 700
#53ff7b has 114 warming points and 700 minimum,Low Temperature (cold) 700
#665b00 has 561 warming points and 700 minimum,Low Temperature (cold) 700
#1dff44 has 38 warming points and 700 minimum,Low Temperature (cold) 700
#6b6000 has 588 warming points and 700 minimum,Low Temperature (cold) 700
#554a00 has 467 warming points and 700 minimum,Low Temperature (cold) 700
#d91800 has 1193 warming points and 700 minimum,Hight Temperature (warm) 700
#d91a00 has 1193 warming points and 700 minimum,Hight Temperature (warm) 700
#d91600 has 1193 warming points and 700 minimum,Hight Temperature (warm) 700
#d91000 has 1193 warming points and 700 minimum,Hight Temperature (warm) 700
#11bfff has 22 warming points and 700 minimum,Low Temperature (cold) 700
#362800 has 297 warming points and 700 minimum,Low Temperature (cold) 700
#650068 has 525 warming points and 700 minimum,Low Temperature (cold) 700
#bd00c4 has 982 warming points and 700 minimum,Hight Temperature (warm) 700
#08fffe has 10 warming points and 700 minimum,Low Temperature (cold) 700
#08beff has 10 warming points and 700 minimum,Low Temperature (cold) 700
#594000 has 489 warming points and 700 minimum,Low Temperature (cold) 700
#cdb300 has 1127 warming points and 700 minimum,Hight Temperature (warm) 700
#68006b has 540 warming points and 700 minimum,Low Temperature (cold) 700
#13ff39 has 24 warming points and 700 minimum,Low Temperature (cold) 700
#db1100 has 1204 warming points and 700 minimum,Hight Temperature (warm) 700
#3b2c00 has 324 warming points and 700 minimum,Low Temperature (cold) 700
#bc0063 has 977 warming points and 700 minimum,Hight Temperature (warm) 700
#372800 has 302 warming points and 700 minimum,Low Temperature (cold) 700
#785f00 has 660 warming points and 700 minimum,Low Temperature (cold) 700
#95009a has 774 warming points and 700 minimum,Hight Temperature (warm) 700
#130e80 has 98 warming points and 700 minimum,Low Temperature (cold) 700
#0effb4 has 18 warming points and 700 minimum,Low Temperature (cold) 700
#0effc4 has 18 warming points and 700 minimum,Low Temperature (cold) 700
#0effdf has 18 warming points and 700 minimum,Low Temperature (cold) 700
#0cfff3 has 16 warming points and 700 minimum,Low Temperature (cold) 700
#0effaf has 18 warming points and 700 minimum,Low Temperature (cold) 700
#d91200 has 1193 warming points and 700 minimum,Hight Temperature (warm) 700
#5fff87 has 132 warming points and 700 minimum,Low Temperature (cold) 700
#900095 has 748 warming points and 700 minimum,Hight Temperature (warm) 700
#7c0080 has 644 warming points and 700 minimum,Low Temperature (cold) 700
#6a5200 has 583 warming points and 700 minimum,Low Temperature (cold) 700
#876f00 has 742 warming points and 700 minimum,Hight Temperature (warm) 700
#14fff2 has 28 warming points and 700 minimum,Low Temperature (cold) 700
#b400ba has 936 warming points and 700 minimum,Hight Temperature (warm) 700
#910096 has 754 warming points and 700 minimum,Hight Temperature (warm) 700
#00e5ea has 0 warming points and 700 minimum,Low Temperature (cold) 700
#d91400 has 1193 warming points and 700 minimum,Hight Temperature (warm) 700
#720076 has 592 warming points and 700 minimum,Low Temperature (cold) 700
#00c7ec has 0 warming points and 700 minimum,Low Temperature (cold) 700
#420043 has 343 warming points and 700 minimum,Low Temperature (cold) 700
#7c0e80 has 644 warming points and 700 minimum,Low Temperature (cold) 700
#400042 has 332 warming points and 700 minimum,Low Temperature (cold) 700
#00dedd has 0 warming points and 700 minimum,Low Temperature (cold) 700
#00d1dd has 0 warming points and 700 minimum,Low Temperature (cold) 700
#00fdf8 has 0 warming points and 700 minimum,Low Temperature (cold) 700
#00e6cf has 0 warming points and 700 minimum,Low Temperature (cold) 700
#ef001e has 1242 warming points and 700 minimum,Hight Temperature (warm) 700
#bc00c2 has 977 warming points and 700 minimum,Hight Temperature (warm) 700
#02f9ff has 2 warming points and 700 minimum,Low Temperature (cold) 700
#00d3dd has 0 warming points and 700 minimum,Low Temperature (cold) 700
#630066 has 514 warming points and 700 minimum,Low Temperature (cold) 700
#00e8f5 has 0 warming points and 700 minimum,Low Temperature (cold) 700
#ba00a9 has 967 warming points and 700 minimum,Hight Temperature (warm) 700
#8200bc has 676 warming points and 700 minimum,Low Temperature (cold) 700
#ff7dac has 1326 warming points and 700 minimum,Hight Temperature (warm) 700
#00aea2 has 0 warming points and 700 minimum,Low Temperature (cold) 700
#09fffd has 10 warming points and 700 minimum,Low Temperature (cold) 700
#00d0dd has 0 warming points and 700 minimum,Low Temperature (cold) 700
#fd002d has 1315 warming points and 700 minimum,Hight Temperature (warm) 700
#8c18ff has 728 warming points and 700 minimum,Hight Temperature (warm) 700
#ff6e96 has 1326 warming points and 700 minimum,Hight Temperature (warm) 700
#ff6e94 has 1326 warming points and 700 minimum,Hight Temperature (warm) 700
#96009b has 780 warming points and 700 minimum,Hight Temperature (warm) 700
#00d6dd has 0 warming points and 700 minimum,Low Temperature (cold) 700
#7503ff has 608 warming points and 700 minimum,Low Temperature (cold) 700
#ff7dae has 1326 warming points and 700 minimum,Hight Temperature (warm) 700
#c9f246 has 1105 warming points and 700 minimum,Hight Temperature (warm) 700
#ff0336 has 1326 warming points and 700 minimum,Hight Temperature (warm) 700
#b0f732 has 968 warming points and 700 minimum,Hight Temperature (warm) 700
#77007b has 618 warming points and 700 minimum,Low Temperature (cold) 700
#fb002b has 1305 warming points and 700 minimum,Hight Temperature (warm) 700
#1f2dff has 42 warming points and 700 minimum,Low Temperature (cold) 700
#d5d6ff has 296 warming points and 700 minimum,Low Temperature (cold) 700
#77ff06 has 654 warming points and 700 minimum,Low Temperature (cold) 700
#222cff has 46 warming points and 700 minimum,Low Temperature (cold) 700
#d5dbff has 296 warming points and 700 minimum,Low Temperature (cold) 700
#59ec00 has 489 warming points and 700 minimum,Low Temperature (cold) 700
#59005a has 462 warming points and 700 minimum,Low Temperature (cold) 700
#14fff0 has 28 warming points and 700 minimum,Low Temperature (cold) 700
#0a19ff has 14 warming points and 700 minimum,Low Temperature (cold) 700
#2836ff has 56 warming points and 700 minimum,Low Temperature (cold) 700
#a08700 has 880 warming points and 700 minimum,Hight Temperature (warm) 700
#d2dfff has 294 warming points and 700 minimum,Low Temperature (cold) 700
#0410ff has 4 warming points and 700 minimum,Low Temperature (cold) 700
#1f72ff has 42 warming points and 700 minimum,Low Temperature (cold) 700
#02fcff has 2 warming points and 700 minimum,Low Temperature (cold) 700
#6a006e has 551 warming points and 700 minimum,Low Temperature (cold) 700
#69006c has 546 warming points and 700 minimum,Low Temperature (cold) 700
#660069 has 530 warming points and 700 minimum,Low Temperature (cold) 700
#310e80 has 254 warming points and 700 minimum,Low Temperature (cold) 700
#ff0130 has 1326 warming points and 700 minimum,Hight Temperature (warm) 700
#091aff has 10 warming points and 700 minimum,Low Temperature (cold) 700
#bdffe5 has 262 warming points and 700 minimum,Low Temperature (cold) 700
#6b006f has 556 warming points and 700 minimum,Low Temperature (cold) 700
#5dff85 has 128 warming points and 700 minimum,Low Temperature (cold) 700
#240009 has 187 warming points and 700 minimum,Low Temperature (cold) 700
#0f19ff has 20 warming points and 700 minimum,Low Temperature (cold) 700
#d600e5 has 1112 warming points and 700 minimum,Hight Temperature (warm) 700
#ec9370 has 1298 warming points and 700 minimum,Hight Temperature (warm) 700
#a800ae has 873 warming points and 700 minimum,Hight Temperature (warm) 700
#1454ff has 28 warming points and 700 minimum,Low Temperature (cold) 700
#13fff8 has 24 warming points and 700 minimum,Low Temperature (cold) 700
#282fff has 56 warming points and 700 minimum,Low Temperature (cold) 700
#644b00 has 550 warming points and 700 minimum,Low Temperature (cold) 700
#0021ea has 0 warming points and 700 minimum,Low Temperature (cold) 700
#d2dcff has 294 warming points and 700 minimum,Low Temperature (cold) 700
#d0d8ff has 290 warming points and 700 minimum,Low Temperature (cold) 700
#2834ff has 56 warming points and 700 minimum,Low Temperature (cold) 700
#14ff39 has 28 warming points and 700 minimum,Low Temperature (cold) 700
#d94600 has 1193 warming points and 700 minimum,Hight Temperature (warm) 700
#9b00a0 has 806 warming points and 700 minimum,Hight Temperature (warm) 700
#17beff has 30 warming points and 700 minimum,Low Temperature (cold) 700
#1bc4ff has 36 warming points and 700 minimum,Low Temperature (cold) 700
#073dff has 8 warming points and 700 minimum,Low Temperature (cold) 700
#00857a has 0 warming points and 700 minimum,Low Temperature (cold) 700
#a200a8 has 842 warming points and 700 minimum,Hight Temperature (warm) 700
#00f7ea has 0 warming points and 700 minimum,Low Temperature (cold) 700
#001d31 has 0 warming points and 700 minimum,Low Temperature (cold) 700
#0fbdff has 20 warming points and 700 minimum,Low Temperature (cold) 700
#d6bc00 has 1177 warming points and 700 minimum,Hight Temperature (warm) 700
#0ffffd has 20 warming points and 700 minimum,Low Temperature (cold) 700
#5b4200 has 500 warming points and 700 minimum,Low Temperature (cold) 700
#00c5d1 has 0 warming points and 700 minimum,Low Temperature (cold) 700
#d2b800 has 1155 warming points and 700 minimum,Hight Temperature (warm) 700
#9c8300 has 858 warming points and 700 minimum,Hight Temperature (warm) 700
#cbb100 has 1116 warming points and 700 minimum,Hight Temperature (warm) 700
#8100e5 has 670 warming points and 700 minimum,Low Temperature (cold) 700
#0cc4ff has 16 warming points and 700 minimum,Low Temperature (cold) 700
#14fff4 has 28 warming points and 700 minimum,Low Temperature (cold) 700
#60e400 has 528 warming points and 700 minimum,Low Temperature (cold) 700
#6b0063 has 556 warming points and 700 minimum,Low Temperature (cold) 700
#202908 has 176 warming points and 700 minimum,Low Temperature (cold) 700
#0bfffc has 14 warming points and 700 minimum,Low Temperature (cold) 700
#002afc has 0 warming points and 700 minimum,Low Temperature (cold) 700
#9c00e5 has 811 warming points and 700 minimum,Hight Temperature (warm) 700
#0e0027 has 72 warming points and 700 minimum,Low Temperature (cold) 700
#410e80 has 338 warming points and 700 minimum,Low Temperature (cold) 700
#0064bd has 0 warming points and 700 minimum,Low Temperature (cold) 700
#08f8ff has 10 warming points and 700 minimum,Low Temperature (cold) 700
#06ffe9 has 8 warming points and 700 minimum,Low Temperature (cold) 700
#1cc3ff has 38 warming points and 700 minimum,Low Temperature (cold) 700
#5e0e80 has 488 warming points and 700 minimum,Low Temperature (cold) 700
#0e001b has 72 warming points and 700 minimum,Low Temperature (cold) 700
#160020 has 114 warming points and 700 minimum,Low Temperature (cold) 700
#09f4ff has 10 warming points and 700 minimum,Low Temperature (cold) 700
#1e0015 has 156 warming points and 700 minimum,Low Temperature (cold) 700
#1d0004 has 150 warming points and 700 minimum,Low Temperature (cold) 700
#01fffb has 0 warming points and 700 minimum,Low Temperature (cold) 700
#0cb7ff has 16 warming points and 700 minimum,Low Temperature (cold) 700
#230e80 has 182 warming points and 700 minimum,Low Temperature (cold) 700
#0e1280 has 18 warming points and 700 minimum,Low Temperature (cold) 700
#00acb3 has 0 warming points and 700 minimum,Low Temperature (cold) 700
#200e80 has 166 warming points and 700 minimum,Low Temperature (cold) 700
#0b1f8c has 14 warming points and 700 minimum,Low Temperature (cold) 700
#0e0e80 has 79 warming points and 700 minimum,Low Temperature (cold) 700
#370e80 has 286 warming points and 700 minimum,Low Temperature (cold) 700
#00f0e3 has 0 warming points and 700 minimum,Low Temperature (cold) 700
#00f2fd has 0 warming points and 700 minimum,Low Temperature (cold) 700
#02f5ff has 2 warming points and 700 minimum,Low Temperature (cold) 700
#09f7ff has 10 warming points and 700 minimum,Low Temperature (cold) 700
#07f8ff has 8 warming points and 700 minimum,Low Temperature (cold) 700
#006b79 has 0 warming points and 700 minimum,Low Temperature (cold) 700
#15ff3a has 28 warming points and 700 minimum,Low Temperature (cold) 700
#10ff35 has 22 warming points and 700 minimum,Low Temperature (cold) 700
#b700bc has 951 warming points and 700 minimum,Hight Temperature (warm) 700
#0659ff has 8 warming points and 700 minimum,Low Temperature (cold) 700
#075aff has 8 warming points and 700 minimum,Low Temperature (cold) 700
#ab00bf has 889 warming points and 700 minimum,Hight Temperature (warm) 700
#0859ff has 10 warming points and 700 minimum,Low Temperature (cold) 700
#270054 has 202 warming points and 700 minimum,Low Temperature (cold) 700
#0cc9ff has 16 warming points and 700 minimum,Low Temperature (cold) 700
#0cc2ff has 16 warming points and 700 minimum,Low Temperature (cold) 700
#0fc0ff has 20 warming points and 700 minimum,Low Temperature (cold) 700
#15c0ff has 28 warming points and 700 minimum,Low Temperature (cold) 700
#01b2ff has 0 warming points and 700 minimum,Low Temperature (cold) 700
#1c2eff has 38 warming points and 700 minimum,Low Temperature (cold) 700
#242eff has 50 warming points and 700 minimum,Low Temperature (cold) 700
#262dff has 52 warming points and 700 minimum,Low Temperature (cold) 700
#283fff has 56 warming points and 700 minimum,Low Temperature (cold) 700
